Title,Link,Published,Published_utc,Predicted_Risks_Upd,Recency_Upd,Acceleration_value_Upd,Source_Accuracy_Upd,Impact_Score_Upd,Location_Upd,Industry_Risk_Upd,Frequency_Score_Upd,Change reason,Changed_at,Reviewed,Reviewed_at,Unnamed: 0,story_id,canonical_title,summary,article_count,avg_risk_score,avg_frequency,avg_recency,avg_acceleration,avg_source_accuracy,avg_impact_score,avg_industry_risk,avg_location,risk_label,last_seen,item_type,Content,Source,Entities,Topic,Probability,Predicted_Risks,Location,pred_source,Predicted_Risks_new,Pred_LR_label,Pred_cos_label_all,Pred_cos_score_all,University Label,Pred_LR_margin,chosen_label_sim,best_alt_sim,semantic_margin,Week,Days_Ago,_RiskList,Risk_item,Source_Accuracy,Frequency_Score,Industry_Risk_Presence,_tulane_flag,Industry_Risk_Peer,Industry_Risk,Impact_Score,Article_Freshness,Recency,Acceleration_value,Risk_Score,Weights,Summary,Keyword,Text,ArticleID,Source_bias,Published_raw,Time_Window,Acceleration,Detected_Risks,ArticleID.19,ArticleID.18,ArticleID.17,ArticleID.16,ArticleID.15,ArticleID.14,ArticleID.13,ArticleID.12,ArticleID.11,ArticleID.10,ArticleID.9,ArticleID.8,ArticleID.7,ArticleID.6,ArticleID.5,ArticleID.4,ArticleID.3,ArticleID.2,ArticleID.1,article_freshness,Recency_TR_Blended,Sentiment Score,Detected_HigherEd_Categories,Predicted_Risk_Single,StreamlitCosine,Assigned_how,last_seen_days,decayed_volume,recency_score_tr_tr,Keywords,is_tulane_specific,is_local_relevance,is_urgent_weather,is_major_policy,is_major_incident,immediate_alert_score,immediate_alert_override,is_immediate_alert,immediate_alert_priority,immediate_alert_reason,classification_disagreement,average_risk_score,average_recency,articles,canonical_source,story_articles_count,Window,Cluster,Event_Label,Event_Severity,Embeddings,Manual_Cross_List,Manual_Risk_Confidence,Manual_Risk_Reason,Cross_List_Source_Risk,Link_norm,dedupe_key,Risk_Normalized,Topic_name,Risk_Score_y,Content_trunc,Story_Recency_Score,Story_Recency
"A shocking record: Lightning bolt stretched 515 miles, crossed three states",https://www.nbcnews.com/science/science-news/shocking-record-lightning-bolt-stretched-515-miles-crossed-three-state-rcna221993,2025-07-31 15:41:34,,['Hurricane/Flood/Wildfire'],3.0,2.0,5.0,1.0,1.0,2.0,2.0,"These are rare events, though improved detection technology may identify more in the future.
Limited direct impact on higher education operations, though there are implications for research and aviation.",2025-08-16 00:13:25+00:00,1,2025-08-16 00:13:25.900711+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A shocking record: Lightning bolt stretched 515 miles, crossed three states",https://www.nbcnews.com/science/science-news/shocking-record-lightning-bolt-stretched-515-miles-crossed-three-state-rcna221993,2025-07-31 15:41:34,,,,,,,,,,,2025-08-16 00:13:33.805596+00:00,1,2025-08-16 00:13:33.805566+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The parched planet paradox: How drought and sea level rise feed on each other,https://www.nbcnews.com/science/climate-change/parched-planet-paradox-drought-sea-level-rise-feed-rcna220810,2025-07-25 23:19:34,,['Climate Infrastructure Risks'],5.0,5.0,4.0,1.0,1.0,4.0,4.0,"The study shows rapid acceleration since 2014, with drought-ridden regions increasing by an area twice the size of California each year.",2025-08-16 00:29:03+00:00,1,2025-08-16 00:29:03.023332+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The parched planet paradox: How drought and sea level rise feed on each other,https://www.nbcnews.com/science/climate-change/parched-planet-paradox-drought-sea-level-rise-feed-rcna220810,2025-07-25 23:19:34,,,,,,,,,,,2025-08-16 00:29:07.503909+00:00,1,2025-08-16 00:29:07.503885+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why new college graduates are facing one of the toughest job markets in a decade,https://www.pbs.org/newshour/show/why-new-college-graduates-are-facing-one-of-the-toughest-job-markets-in-a-decade,2025-08-10 21:40:24,,['Enrollment Pressure'],5.0,4.0,5.0,4.0,4.0,5.0,4.0,"The article indicates worsening conditions with jobs down 15% from last year while applications are up 30%, showing rapid deterioration in the job market.
This directly impacts higher education institutions' ability to demonstrate return on investment to students and parents.",2025-08-16 00:33:18+00:00,1,2025-08-16 00:33:18.868594+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why new college graduates are facing one of the toughest job markets in a decade,https://www.pbs.org/newshour/show/why-new-college-graduates-are-facing-one-of-the-toughest-job-markets-in-a-decade,2025-08-10 21:40:24,,,,,,,,,,,2025-08-16 00:33:25.769972+00:00,1,2025-08-16 00:33:25.769947+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New study highlights &lsquo;grave, growing&rsquo; danger of plastic pollution to world&rsquo;s health",https://www.pbs.org/newshour/show/new-study-highlights-grave-growing-danger-of-plastic-pollution-to-worlds-health,2025-08-09 21:45:36,,['Environmental Exposure'],5.0,1.0,5.0,3.0,0.0,0.0,3.0,"While this represents a significant public health concern, the direct immediate impact on Tulane's operations is moderate, though it has implications for research, curriculum, and campus sustainability.",2025-08-16 00:37:48+00:00,1,2025-08-16 00:37:48.732761+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New study highlights &lsquo;grave, growing&rsquo; danger of plastic pollution to world&rsquo;s health",https://www.pbs.org/newshour/show/new-study-highlights-grave-growing-danger-of-plastic-pollution-to-worlds-health,2025-08-09 21:45:36,,,,,,,,,,,2025-08-16 00:37:58.662325+00:00,1,2025-08-16 00:37:58.662294+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump administration seeks $1B settlement from UCLA, White House official says",https://www.pbs.org/newshour/politics/trump-administration-seeks-1b-settlement-from-ucla-white-house-official-says,2025-08-08 22:52:49,,['Research Funding Disruption'],5.0,5.0,5.0,5.0,4.0,5.0,4.0,"This directly impacts higher education institutions, with the administration specifically targeting universities over protest handling and DEI programs.
This directly relates to Risk #2 on Tulane's Risk Register: ""Threats to Funding from Heightened Regulatory Change and Scrutiny,"" with potential for similar federal funding freezes affecting Tulane.",2025-08-16 00:42:06+00:00,1,2025-08-16 00:42:06.464377+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump administration seeks $1B settlement from UCLA, White House official says",https://www.pbs.org/newshour/politics/trump-administration-seeks-1b-settlement-from-ucla-white-house-official-says,2025-08-08 22:52:49,,,,,,,,,,,2025-08-16 00:42:19.649997+00:00,1,2025-08-16 00:42:19.649974+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College endowment tax is leading to hiring freezes and could mean cuts in financial aid,https://www.pbs.org/newshour/education/college-endowment-tax-is-leading-to-hiring-freezes-and-could-mean-cuts-in-financial-aid,2025-08-08 17:50:47,,['Endowment Risk'],5.0,4.0,5.0,4.0,4.0,5.0,3.0,"This directly relates to Risk #2 on Tulane's Risk Register: ""Threats to Funding from Heightened Regulatory Change and Scrutiny,"" with potential financial implications.
The endowment tax has rapidly escalated from 1.4% to a tiered system with rates up to 8%, representing significant acceleration of financial pressure.",2025-08-16 00:45:05+00:00,1,2025-08-16 00:45:05.978611+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College endowment tax is leading to hiring freezes and could mean cuts in financial aid,https://www.pbs.org/newshour/education/college-endowment-tax-is-leading-to-hiring-freezes-and-could-mean-cuts-in-financial-aid,2025-08-08 17:50:47,,,,,,,,,,,2025-08-16 00:45:22.484445+00:00,1,2025-08-16 00:45:22.484408+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funding freeze could set research back years, Harvard scientists say",https://www.pbs.org/newshour/science/funding-freeze-could-set-research-back-years-harvard-scientists-say,2025-08-07 16:36:33,,['Research Funding Disruption'],5.0,5.0,5.0,5.0,4.0,5.0,4.0,"The Trump administration has rapidly expanded targeting from Harvard to multiple institutions including Columbia, Brown, and Northwestern, indicating an accelerating pattern.
This directly relates to Risk #2 on Tulane's Risk Register: ""Threats to Funding from Heightened Regulatory Change and Scrutiny,"" with potential for similar federal funding freezes affecting Tulane.
",2025-08-16 00:48:53+00:00,1,2025-08-16 00:48:53.389935+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funding freeze could set research back years, Harvard scientists say",https://www.pbs.org/newshour/science/funding-freeze-could-set-research-back-years-harvard-scientists-say,2025-08-07 16:36:33,,,,,,,,,,,2025-08-16 00:49:05.055735+00:00,1,2025-08-16 00:49:05.055706+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funding freeze could set research back years, Harvard scientists say",https://www.pbs.org/newshour/science/funding-freeze-could-set-research-back-years-harvard-scientists-say,2025-08-07 16:36:33,,['Research Funding Disruption'],5.0,5.0,5.0,5.0,4.0,5.0,4.0,"The Trump administration has rapidly expanded targeting from Harvard to multiple institutions including Columbia, Brown, and Northwestern, indicating an accelerating pattern.
This directly relates to Risk #2 on Tulane's Risk Register: ""Threats to Funding from Heightened Regulatory Change and Scrutiny,"" with potential for similar federal funding freezes affecting Tulane.
",2025-08-16 00:53:04+00:00,1,2025-08-16 00:53:04.559573+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Funding freeze could set research back years, Harvard scientists say",https://www.pbs.org/newshour/science/funding-freeze-could-set-research-back-years-harvard-scientists-say,2025-08-07 16:36:33,,,,,,,,,,,2025-08-16 00:53:12.006371+00:00,1,2025-08-16 00:53:12.006346+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A look at &#8216;Project Esther&#8217; and Trump&#8217;s approach to combat antisemitism on campus,https://www.pbs.org/newshour/show/a-look-at-project-esther-and-trumps-approach-to-combat-antisemitism-on-campus,2025-07-28 22:25:52,,['Policy or Political Interference'],5.0,5.0,5.0,5.0,4.0,5.0,4.0,"The administration has rapidly expanded investigations to approximately 60 schools, with Columbia's settlement described as a ""blueprint"" for other institutions.
This directly relates to multiple high-ranking risks on Tulane's Risk Register, including Risk #2 (Threats to Funding from Heightened Regulatory Change and Scrutiny), Risk #5 (Brand and Reputation), and Risk #8 (Failure to Comply with or Change in Legal or Regulatory Requirements).",2025-08-16 00:55:57+00:00,1,2025-08-16 00:55:57.465096+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvard seeks billions in funding restored at a pivotal hearing in its standoff with Trump administration,https://www.pbs.org/newshour/education/harvard-seeks-billions-in-funding-restored-at-a-pivotal-hearing-in-its-standoff-with-trump-administration,2025-07-21 16:13:26,,['Research Funding Disruption'],5.0,1.0,5.0,5.0,4.0,5.0,5.0,"The situation has rapidly escalated from initial demands to funding freezes, contract terminations, and now a formal finding that could lead to a ""death sentence"" penalty for all federal funding.
While targeting Harvard specifically, the case represents a precedent-setting legal battle with implications for all higher education institutions.
",2025-08-16 10:09:57+00:00,1,2025-08-16 10:09:57.767503+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT+: UC San Diego Health’s Karandeep Singh on how Trump’s ‘woke AI’ executive order weaponizes DEI,https://www.statnews.com/2025/07/29/trump-ai-order-dei-bias-health-care/?utm_campaign=rss,2025-07-29 17:36:22,,['Artificial Intelligence Ethics & Governance'],5.0,3.0,4.0,3.0,4.0,4.0,3.0,"This order creates significant challenges for Tulane's AI initiatives and DEI programs, but doesn't threaten the institution's existence.  While this represents a significant policy shift, the implementation timeline for universities to feel direct effects will likely extend beyond 30 days as agencies develop compliance frameworks.",2025-08-18 14:49:40+00:00,1,2025-08-18 14:49:40.933292+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAT+: UC San Diego Health’s Karandeep Singh on how Trump’s ‘woke AI’ executive order weaponizes DEI,https://www.statnews.com/2025/07/29/trump-ai-order-dei-bias-health-care/?utm_campaign=rss,2025-07-29 17:36:22,,,,,,,,,,,2025-08-18 14:49:52.453146+00:00,1,2025-08-18 14:49:52.453116+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apply Responsibly: Policy on AI Use in NIH Research Applications and Limiting Submissions per PI,https://grants.nih.gov/news-events/nih-extramural-nexus-news/2025/07/apply-responsibly-policy-on-ai-use-in-nih-research-applications-and-limiting-submissions-per-pi,2025-07-31 19:00:59,,['Research Funding Disruption'],3.0,3.0,5.0,3.0,3.0,4.0,2.0,"Rationale: This represents a new policy direction that will impact research applications, but implementation is scheduled for September 2025, giving institutions time to adapt. Not an immediate 15-30 day threat requiring a 4-5 score. This policy will affect Tulane's research-active faculty, particularly prolific grant submitters, but according to NIH only 1.3% of applicants submitted more than 6 applications in 2024. This represents a moderate operational impact rather than a severe threat to university operations.",2025-08-18 16:45:27+00:00,1,2025-08-18 16:45:27.658169+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump’s big proposed cuts to health, education spending rebuffed by Senate panel",https://lailluminator.com/2025/07/31/repub/trump-health-education/,2025-07-31 20:54:36,,['Research Funding Disruption'],4.0,4.0,3.5,3.0,3.0,4.0,3.0,"Rationale: While the Senate committee rejected many of the Trump administration's proposed cuts to education and research funding, the ongoing budget battle and potential government shutdown could disrupt grant funding and operations at Tulane, but does not represent a severe threat to the university's existence. The Senate committee's actions provide some reassurance, but the ongoing budget battle and the administration's demonstrated willingness to ignore congressional intent create significant uncertainty. The potential government shutdown on September 30 poses a particular risk to Tulane's operations, especially regarding grant processing and federal financial aid.",2025-08-18 16:56:03+00:00,1,2025-08-18 16:56:03.638971+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A shocking record: Lightning bolt stretched 515 miles, crossed three states",https://www.nbcnews.com/science/science-news/shocking-record-lightning-bolt-stretched-515-miles-crossed-three-state-rcna221993,2025-07-31 15:41:34,,['Hurricane/Flood/Wildfire'],3.0,2.0,4.0,0.0,1.0,0.0,2.0,"The article notes that megaflashes form high in the atmosphere (10,000-18,000 feet) and ""rarely cause damage on the ground."" While lightning poses general safety concerns, this specific phenomenon does not represent a severe threat to Tulane's operations.",2025-08-18 16:59:36+00:00,1,2025-08-18 16:59:36.053388+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Columbia&#8217;s settlement with the Trump administration means for higher education,https://www.pbs.org/newshour/show/what-columbias-settlement-with-the-trump-administration-means-for-higher-education,2025-07-24 22:40:31,,['Controversial Public Incident'],4.0,4.0,4.0,4.0,3.0,5.0,2.0,"While this is a national issue affecting universities across the country, it is not specifically targeting New Orleans or Tulane's campus, though the implications would directly impact Tulane.
This settlement represents substantial impacts reported at multiple peer institutions, with Columbia paying $200 million and agreeing to significant policy changes, and other universities like Harvard facing similar pressure.",2025-08-18 21:14:21+00:00,1,2025-08-18 21:14:21.029814+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Columbia&#8217;s settlement with the Trump administration means for higher education,https://www.pbs.org/newshour/show/what-columbias-settlement-with-the-trump-administration-means-for-higher-education,2025-07-24 22:40:31,,,,,,,,,,,2025-08-18 21:14:46.918399+00:00,1,2025-08-18 21:14:46.918368+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Virginia&rsquo;s president resigns under pressure from Justice Department,https://www.pbs.org/newshour/show/university-of-virginias-president-resigns-under-pressure-from-justice-department,2025-06-27 22:40:07,,['Academic Disruption'],4.0,5.0,4.0,4.0,3.0,5.0,5.0,"This represents a rapidly escalating threat with immediate implications for higher education leadership and governance. The forced resignation of a university president sets a precedent that could affect other institutions, including Tulane, within the next 15 days.
This unprecedented federal intervention in university governance could significantly disrupt Tulane's operations, leadership stability, and institutional autonomy, representing a threat that could disrupt university operations at the highest level.",2025-08-18 21:24:42+00:00,1,2025-08-18 21:24:42.887801+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Virginia&rsquo;s president resigns under pressure from Justice Department,https://www.pbs.org/newshour/show/university-of-virginias-president-resigns-under-pressure-from-justice-department,2025-06-27 22:40:07,,,,,,,,,,,2025-08-18 21:24:52.359718+00:00,1,2025-08-18 21:24:52.359687+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Virginia&rsquo;s president resigns under pressure from Justice Department,https://www.pbs.org/newshour/show/university-of-virginias-president-resigns-under-pressure-from-justice-department,2025-06-27 22:40:07,,,,,,,,,,,2025-08-18 21:24:57.696012+00:00,1,2025-08-18 21:24:57.695973+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVA president resigns rather than &#8216;fight federal government&#8217;,https://www.pbs.org/newshour/education/uva-president-resigns-rather-than-fight-federal-government,2025-06-27 21:55:02,,['Academic Disruption'],4.0,5.0,5.0,4.0,3.0,5.0,5.0,"This represents a rapidly escalating threat with immediate implications for higher education leadership and governance. The forced resignation of a university president sets a precedent that could affect other institutions, including Tulane, within the next 15 days.
This unprecedented federal intervention in university governance could significantly disrupt Tulane's operations, leadership stability, and institutional autonomy, representing a threat that could disrupt university operations at the highest level.
",2025-08-18 21:26:37+00:00,1,2025-08-18 21:26:37.569013+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVA president resigns rather than &#8216;fight federal government&#8217;,https://www.pbs.org/newshour/education/uva-president-resigns-rather-than-fight-federal-government,2025-06-27 21:55:02,,,,,,,,,,,2025-08-18 21:26:49.330509+00:00,1,2025-08-18 21:26:49.330476+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal judge blocks Trump administration effort to keep Harvard from hosting foreign students,https://www.pbs.org/newshour/politics/federal-judge-blocks-trump-administration-effort-to-keep-harvard-from-hosting-foreign-students,2025-06-20 19:24:31,,['Academic Disruption'],4.0,5.0,4.0,4.0,3.0,5.0,3.0,"The potential loss of international students (who comprise approximately 25% of Harvard's enrollment) would significantly disrupt university operations, finances, and academic programs at Tulane if similar actions were taken against it.
This represents substantial impacts reported at multiple peer institutions, with Harvard facing potential loss of 7,000 international students and other universities like Vanderbilt experiencing research funding cuts related to DEI programs.
",2025-08-18 21:29:14+00:00,1,2025-08-18 21:29:14.170745+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal judge blocks Trump administration effort to keep Harvard from hosting foreign students,https://www.pbs.org/newshour/politics/federal-judge-blocks-trump-administration-effort-to-keep-harvard-from-hosting-foreign-students,2025-06-20 19:24:31,,,,,,,,,,,2025-08-18 21:29:28.917336+00:00,1,2025-08-18 21:29:28.917314+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scientific innovation is driving hope for progress in women’s health, but experts warn of headwinds",https://www.statnews.com/2025/08/06/womens-health-scientific-innovation-funding-challenge/?utm_campaign=rss,2025-08-06 18:49:01,,['Research Funding Disruption'],5.0,4.0,4.0,3.0,3.0,4.0,3.0,"The article describes ongoing funding cuts that have already impacted research programs, with researchers noting programs have been ""crippled, in the blink of an eye"" and many will be ""lost."" This represents a rapidly developing situation that could affect Tulane's research funding within the next 30 days.
While the funding cuts to women's health research are significant, particularly for institutions with strong medical and public health programs like Tulane, they represent a moderate operational impact rather than a severe threat to the university's existence.
",2025-08-18 21:32:03+00:00,1,2025-08-18 21:32:03.684891+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scientific innovation is driving hope for progress in women’s health, but experts warn of headwinds",https://www.statnews.com/2025/08/06/womens-health-scientific-innovation-funding-challenge/?utm_campaign=rss,2025-08-06 18:49:01,,,,,,,,,,,2025-08-18 21:32:30.017059+00:00,1,2025-08-18 21:32:30.017031+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The health risks of wildfire smoke exposure, even from miles away",https://www.statnews.com/2025/08/06/health-news-wildfire-smoke-pollution-mrna-vaccine-funding/?utm_campaign=rss,2025-08-06 13:22:27,,['Environmental Exposure'],5.0,4.0,5.0,4.0,3.0,3.0,3.0,"The article describes immediate funding cuts that have already occurred, with HHS canceling $1.5 billion in vaccine development funding and NIH grants being abruptly terminated. This represents an active threat that could affect Tulane within the next 15 days.
The abrupt cancellation of NIH grants and termination of BARDA funding for vaccine development could significantly disrupt Tulane's research enterprise, particularly for its medical school and public health programs, representing a threat that could disrupt university operations at a high level.",2025-08-18 21:35:23+00:00,1,2025-08-18 21:35:23.878861+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
